contract_num,starting_account_to_stock_ratio,years_to_maturity,monthly_account_crediting_rate,monthly_valuation_discount_rate,mu_stock_drift,sigma_stock_vol,option_value_time_0
0,1.0764,19,0.009,0.008,-0.01,0.08,130.5037
0,1.0764,19,0.009,0.008,-0.01,0.06,131.4502
0,1.0764,19,0.009,0.008,-0.01,0.04,131.9859
0,1.0764,19,0.009,0.008,-0.01,0.02,132.253
0,1.0764,19,0.009,0.008,-0.01,0.0,132.3264
0,1.0764,19,0.009,0.008,-0.008,0.08,128.6608
0,1.0764,19,0.009,0.008,-0.008,0.06,130.043
0,1.0764,19,0.009,0.008,-0.008,0.04,130.8829
0,1.0764,19,0.009,0.008,-0.008,0.02,131.251
0,1.0764,19,0.009,0.008,-0.008,0.0,131.3684
0,1.0764,19,0.009,0.008,-0.006,0.08,125.4146
0,1.0764,19,0.009,0.008,-0.006,0.06,127.8029
0,1.0764,19,0.009,0.008,-0.006,0.04,129.0392
0,1.0764,19,0.009,0.008,-0.006,0.02,129.6672
0,1.0764,19,0.009,0.008,-0.006,0.0,129.8599
0,1.0764,19,0.009,0.008,-0.004,0.08,121.147
0,1.0764,19,0.009,0.008,-0.004,0.06,124.1014
0,1.0764,19,0.009,0.008,-0.004,0.04,126.0579
0,1.0764,19,0.009,0.008,-0.004,0.02,127.2024
0,1.0764,19,0.009,0.008,-0.004,0.0,127.4847
0,1.0764,19,0.009,0.008,-0.002,0.08,114.4812
0,1.0764,19,0.009,0.008,-0.002,0.06,118.527
0,1.0764,19,0.009,0.008,-0.002,0.04,121.852
0,1.0764,19,0.009,0.008,-0.002,0.02,123.3115
0,1.0764,19,0.009,0.008,-0.002,0.0,123.7447
0,1.0764,19,0.009,0.008,0.0,0.08,104.272
0,1.0764,19,0.009,0.008,0.0,0.06,110.0585
0,1.0764,19,0.009,0.008,0.0,0.04,114.6727
0,1.0764,19,0.009,0.008,0.0,0.02,117.171
0,1.0764,19,0.009,0.008,0.0,0.0,117.8557
0,1.0764,19,0.009,0.008,0.002,0.08,92.7465
0,1.0764,19,0.009,0.008,0.002,0.06,97.6596
0,1.0764,19,0.009,0.008,0.002,0.04,103.1868
0,1.0764,19,0.009,0.008,0.002,0.02,107.4257
0,1.0764,19,0.009,0.008,0.002,0.0,108.5829
0,1.0764,19,0.009,0.008,0.004,0.08,77.9302
0,1.0764,19,0.009,0.008,0.004,0.06,81.3603
0,1.0764,19,0.009,0.008,0.004,0.04,86.9288
0,1.0764,19,0.009,0.008,0.004,0.02,92.1984
0,1.0764,19,0.009,0.008,0.004,0.0,93.982
0,1.0764,19,0.009,0.008,0.006,0.08,62.3623
0,1.0764,19,0.009,0.008,0.006,0.06,61.8206
0,1.0764,19,0.009,0.008,0.006,0.04,63.6247
0,1.0764,19,0.009,0.008,0.006,0.02,67.9333
0,1.0764,19,0.009,0.008,0.006,0.0,70.9914
0,1.0764,19,0.009,0.008,0.008,0.08,44.9898
0,1.0764,19,0.009,0.008,0.008,0.06,42.0123
0,1.0764,19,0.009,0.008,0.008,0.04,37.8481
0,1.0764,19,0.009,0.008,0.008,0.02,34.3428
0,1.0764,19,0.009,0.008,0.008,0.0,34.7904
1,1.2808,5,0.007,0.002,-0.01,0.08,113.2293
1,1.2808,5,0.007,0.002,-0.01,0.06,116.7331
1,1.2808,5,0.007,0.002,-0.01,0.04,120.4738
1,1.2808,5,0.007,0.002,-0.01,0.02,121.9951
1,1.2808,5,0.007,0.002,-0.01,0.0,122.5195
1,1.2808,5,0.007,0.002,-0.008,0.08,106.1205
1,1.2808,5,0.007,0.002,-0.008,0.06,110.1805
1,1.2808,5,0.007,0.002,-0.008,0.04,113.8765
1,1.2808,5,0.007,0.002,-0.008,0.02,115.6916
1,1.2808,5,0.007,0.002,-0.008,0.0,116.3619
1,1.2808,5,0.007,0.002,-0.006,0.08,100.0082
1,1.2808,5,0.007,0.002,-0.006,0.06,103.4308
1,1.2808,5,0.007,0.002,-0.006,0.04,106.2167
1,1.2808,5,0.007,0.002,-0.006,0.02,108.579
1,1.2808,5,0.007,0.002,-0.006,0.0,109.4332
1,1.2808,5,0.007,0.002,-0.004,0.08,90.9999
1,1.2808,5,0.007,0.002,-0.004,0.06,95.0817
1,1.2808,5,0.007,0.002,-0.004,0.04,98.5929
1,1.2808,5,0.007,0.002,-0.004,0.02,100.6729
1,1.2808,5,0.007,0.002,-0.004,0.0,101.6367
1,1.2808,5,0.007,0.002,-0.002,0.08,83.8058
1,1.2808,5,0.007,0.002,-0.002,0.06,85.7487
1,1.2808,5,0.007,0.002,-0.002,0.04,89.6041
1,1.2808,5,0.007,0.002,-0.002,0.02,92.0416
1,1.2808,5,0.007,0.002,-0.002,0.0,92.8636
1,1.2808,5,0.007,0.002,0.0,0.08,75.1283
1,1.2808,5,0.007,0.002,0.0,0.06,76.2638
1,1.2808,5,0.007,0.002,0.0,0.04,78.936
1,1.2808,5,0.007,0.002,0.0,0.02,81.8976
1,1.2808,5,0.007,0.002,0.0,0.0,82.9919
1,1.2808,5,0.007,0.002,0.002,0.08,65.7885
1,1.2808,5,0.007,0.002,0.002,0.06,66.4999
1,1.2808,5,0.007,0.002,0.002,0.04,67.6653
1,1.2808,5,0.007,0.002,0.002,0.02,70.7367
1,1.2808,5,0.007,0.002,0.002,0.0,71.8837
1,1.2808,5,0.007,0.002,0.004,0.08,57.1526
1,1.2808,5,0.007,0.002,0.004,0.06,56.0515
1,1.2808,5,0.007,0.002,0.004,0.04,56.4798
1,1.2808,5,0.007,0.002,0.004,0.02,58.1021
1,1.2808,5,0.007,0.002,0.004,0.0,59.3843
1,1.2808,5,0.007,0.002,0.006,0.08,49.4488
1,1.2808,5,0.007,0.002,0.006,0.06,46.44
1,1.2808,5,0.007,0.002,0.006,0.04,44.4623
1,1.2808,5,0.007,0.002,0.006,0.02,44.0384
1,1.2808,5,0.007,0.002,0.006,0.0,45.3195
1,1.2808,5,0.007,0.002,0.008,0.08,41.3717
1,1.2808,5,0.007,0.002,0.008,0.06,37.6142
1,1.2808,5,0.007,0.002,0.008,0.04,33.7492
1,1.2808,5,0.007,0.002,0.008,0.02,29.4221
1,1.2808,5,0.007,0.002,0.008,0.0,29.4931
2,0.6928,12,0.009,0.002,-0.01,0.08,160.5048
2,0.6928,12,0.009,0.002,-0.01,0.06,165.2796
2,0.6928,12,0.009,0.002,-0.01,0.04,167.9828
2,0.6928,12,0.009,0.002,-0.01,0.02,169.7222
2,0.6928,12,0.009,0.002,-0.01,0.0,170.1919
2,0.6928,12,0.009,0.002,-0.008,0.08,151.4408
2,0.6928,12,0.009,0.002,-0.008,0.06,157.2161
2,0.6928,12,0.009,0.002,-0.008,0.04,161.2454
2,0.6928,12,0.009,0.002,-0.008,0.02,163.5704
2,0.6928,12,0.009,0.002,-0.008,0.0,164.2513
2,0.6928,12,0.009,0.002,-0.006,0.08,141.1285
2,0.6928,12,0.009,0.002,-0.006,0.06,147.3729
2,0.6928,12,0.009,0.002,-0.006,0.04,152.5153
2,0.6928,12,0.009,0.002,-0.006,0.02,155.4545
2,0.6928,12,0.009,0.002,-0.006,0.0,156.3438
2,0.6928,12,0.009,0.002,-0.004,0.08,128.5829
2,0.6928,12,0.009,0.002,-0.004,0.06,134.6553
2,0.6928,12,0.009,0.002,-0.004,0.04,140.7959
2,0.6928,12,0.009,0.002,-0.004,0.02,144.6233
2,0.6928,12,0.009,0.002,-0.004,0.0,145.8181
2,0.6928,12,0.009,0.002,-0.002,0.08,114.1483
2,0.6928,12,0.009,0.002,-0.002,0.06,119.0434
2,0.6928,12,0.009,0.002,-0.002,0.04,125.3859
2,0.6928,12,0.009,0.002,-0.002,0.02,130.2689
2,0.6928,12,0.009,0.002,-0.002,0.0,131.8076
2,0.6928,12,0.009,0.002,0.0,0.08,96.5737
2,0.6928,12,0.009,0.002,0.0,0.06,99.9351
2,0.6928,12,0.009,0.002,0.0,0.04,105.2965
2,0.6928,12,0.009,0.002,0.0,0.02,111.0324
2,0.6928,12,0.009,0.002,0.0,0.0,113.1582
2,0.6928,12,0.009,0.002,0.002,0.08,80.3126
2,0.6928,12,0.009,0.002,0.002,0.06,79.7984
2,0.6928,12,0.009,0.002,0.002,0.04,81.0055
2,0.6928,12,0.009,0.002,0.002,0.02,85.9063
2,0.6928,12,0.009,0.002,0.002,0.0,88.3341
2,0.6928,12,0.009,0.002,0.004,0.08,62.3511
2,0.6928,12,0.009,0.002,0.004,0.06,58.9964
2,0.6928,12,0.009,0.002,0.004,0.04,55.319
2,0.6928,12,0.009,0.002,0.004,0.02,53.117
2,0.6928,12,0.009,0.002,0.004,0.0,55.291
2,0.6928,12,0.009,0.002,0.006,0.08,46.5548
2,0.6928,12,0.009,0.002,0.006,0.06,40.1053
2,0.6928,12,0.009,0.002,0.006,0.04,31.4832
2,0.6928,12,0.009,0.002,0.006,0.02,20.4788
2,0.6928,12,0.009,0.002,0.006,0.0,11.3076
2,0.6928,12,0.009,0.002,0.008,0.08,33.5348
2,0.6928,12,0.009,0.002,0.008,0.06,24.3303
2,0.6928,12,0.009,0.002,0.008,0.04,15.0329
2,0.6928,12,0.009,0.002,0.008,0.02,3.7854
2,0.6928,12,0.009,0.002,0.008,0.0,0.0
3,0.9991,13,0.009,0.006,-0.01,0.08,144.2234
3,0.9991,13,0.009,0.006,-0.01,0.06,147.1721
3,0.9991,13,0.009,0.006,-0.01,0.04,148.6438
3,0.9991,13,0.009,0.006,-0.01,0.02,149.5336
3,0.9991,13,0.009,0.006,-0.01,0.0,149.7824
3,0.9991,13,0.009,0.006,-0.008,0.08,139.9869
3,0.9991,13,0.009,0.006,-0.008,0.06,143.0106
3,0.9991,13,0.009,0.006,-0.008,0.04,145.2289
3,0.9991,13,0.009,0.006,-0.008,0.02,146.3756
3,0.9991,13,0.009,0.006,-0.008,0.0,146.7572
3,0.9991,13,0.009,0.006,-0.006,0.08,133.7703
3,0.9991,13,0.009,0.006,-0.006,0.06,137.8468
3,0.9991,13,0.009,0.006,-0.006,0.04,140.6835
3,0.9991,13,0.009,0.006,-0.006,0.02,142.1268
3,0.9991,13,0.009,0.006,-0.006,0.0,142.6325
3,0.9991,13,0.009,0.006,-0.004,0.08,125.3305
3,0.9991,13,0.009,0.006,-0.004,0.06,130.2854
3,0.9991,13,0.009,0.006,-0.004,0.04,134.2456
3,0.9991,13,0.009,0.006,-0.004,0.02,136.3757
3,0.9991,13,0.009,0.006,-0.004,0.0,137.0088
3,0.9991,13,0.009,0.006,-0.002,0.08,114.7877
3,0.9991,13,0.009,0.006,-0.002,0.06,120.7708
3,0.9991,13,0.009,0.006,-0.002,0.04,125.9114
3,0.9991,13,0.009,0.006,-0.002,0.02,128.4992
3,0.9991,13,0.009,0.006,-0.002,0.0,129.3413
3,0.9991,13,0.009,0.006,0.0,0.08,102.5837
3,0.9991,13,0.009,0.006,0.0,0.06,107.8917
3,0.9991,13,0.009,0.006,0.0,0.04,113.7587
3,0.9991,13,0.009,0.006,0.0,0.02,117.7488
3,0.9991,13,0.009,0.006,0.0,0.0,118.8873
3,0.9991,13,0.009,0.006,0.002,0.08,88.9783
3,0.9991,13,0.009,0.006,0.002,0.06,92.4926
3,0.9991,13,0.009,0.006,0.002,0.04,97.9422
3,0.9991,13,0.009,0.006,0.002,0.02,102.8375
3,0.9991,13,0.009,0.006,0.002,0.0,104.634
3,0.9991,13,0.009,0.006,0.004,0.08,74.1542
3,0.9991,13,0.009,0.006,0.004,0.06,75.6204
3,0.9991,13,0.009,0.006,0.004,0.04,78.1401
3,0.9991,13,0.009,0.006,0.004,0.02,82.9637
3,0.9991,13,0.009,0.006,0.004,0.0,85.2007
3,0.9991,13,0.009,0.006,0.006,0.08,58.6991
3,0.9991,13,0.009,0.006,0.006,0.06,56.8556
3,0.9991,13,0.009,0.006,0.006,0.04,54.8405
3,0.9991,13,0.009,0.006,0.006,0.02,55.872
3,0.9991,13,0.009,0.006,0.006,0.0,58.7048
3,0.9991,13,0.009,0.006,0.008,0.08,44.2598
3,0.9991,13,0.009,0.006,0.008,0.06,38.6709
3,0.9991,13,0.009,0.006,0.008,0.04,32.6376
3,0.9991,13,0.009,0.006,0.008,0.02,25.5433
3,0.9991,13,0.009,0.006,0.008,0.0,22.5797
4,1.3152,14,0.005,0.01,-0.01,0.08,50.6742
4,1.3152,14,0.005,0.01,-0.01,0.06,51.8018
4,1.3152,14,0.005,0.01,-0.01,0.04,52.4718
4,1.3152,14,0.005,0.01,-0.01,0.02,52.8812
4,1.3152,14,0.005,0.01,-0.01,0.0,52.9869
4,1.3152,14,0.005,0.01,-0.008,0.08,48.439
4,1.3152,14,0.005,0.01,-0.008,0.06,49.9623
4,1.3152,14,0.005,0.01,-0.008,0.04,50.8853
4,1.3152,14,0.005,0.01,-0.008,0.02,51.4594
4,1.3152,14,0.005,0.01,-0.008,0.0,51.5957
4,1.3152,14,0.005,0.01,-0.006,0.08,45.4023
4,1.3152,14,0.005,0.01,-0.006,0.06,47.3592
4,1.3152,14,0.005,0.01,-0.006,0.04,48.7174
4,1.3152,14,0.005,0.01,-0.006,0.02,49.4684
4,1.3152,14,0.005,0.01,-0.006,0.0,49.6528
4,1.3152,14,0.005,0.01,-0.004,0.08,41.8402
4,1.3152,14,0.005,0.01,-0.004,0.06,43.6952
4,1.3152,14,0.005,0.01,-0.004,0.04,45.6167
4,1.3152,14,0.005,0.01,-0.004,0.02,46.5843
4,1.3152,14,0.005,0.01,-0.004,0.0,46.9394
4,1.3152,14,0.005,0.01,-0.002,0.08,37.1806
4,1.3152,14,0.005,0.01,-0.002,0.06,39.1827
4,1.3152,14,0.005,0.01,-0.002,0.04,41.0765
4,1.3152,14,0.005,0.01,-0.002,0.02,42.6421
4,1.3152,14,0.005,0.01,-0.002,0.0,43.15
4,1.3152,14,0.005,0.01,0.0,0.08,31.8055
4,1.3152,14,0.005,0.01,0.0,0.06,33.4626
4,1.3152,14,0.005,0.01,0.0,0.04,35.6717
4,1.3152,14,0.005,0.01,0.0,0.02,37.2661
4,1.3152,14,0.005,0.01,0.0,0.0,37.858
4,1.3152,14,0.005,0.01,0.002,0.08,26.4622
4,1.3152,14,0.005,0.01,0.002,0.06,26.8105
4,1.3152,14,0.005,0.01,0.002,0.04,27.8683
4,1.3152,14,0.005,0.01,0.002,0.02,29.4998
4,1.3152,14,0.005,0.01,0.002,0.0,30.4675
4,1.3152,14,0.005,0.01,0.004,0.08,20.7875
4,1.3152,14,0.005,0.01,0.004,0.06,19.8277
4,1.3152,14,0.005,0.01,0.004,0.04,19.0362
4,1.3152,14,0.005,0.01,0.004,0.02,19.1919
4,1.3152,14,0.005,0.01,0.004,0.0,20.1463
4,1.3152,14,0.005,0.01,0.006,0.08,15.3368
4,1.3152,14,0.005,0.01,0.006,0.06,13.2428
4,1.3152,14,0.005,0.01,0.006,0.04,11.0799
4,1.3152,14,0.005,0.01,0.006,0.02,7.8083
4,1.3152,14,0.005,0.01,0.006,0.0,5.7323
4,1.3152,14,0.005,0.01,0.008,0.08,10.6256
4,1.3152,14,0.005,0.01,0.008,0.06,8.1481
4,1.3152,14,0.005,0.01,0.008,0.04,4.9959
4,1.3152,14,0.005,0.01,0.008,0.02,1.3801
4,1.3152,14,0.005,0.01,0.008,0.0,0.0
5,1.1347,7,0.009,0.004,-0.01,0.08,131.2407
5,1.1347,7,0.009,0.004,-0.01,0.06,135.1437
5,1.1347,7,0.009,0.004,-0.01,0.04,137.6686
5,1.1347,7,0.009,0.004,-0.01,0.02,139.4489
5,1.1347,7,0.009,0.004,-0.01,0.0,139.9886
5,1.1347,7,0.009,0.004,-0.008,0.08,124.4055
5,1.1347,7,0.009,0.004,-0.008,0.06,128.5391
5,1.1347,7,0.009,0.004,-0.008,0.04,131.6075
5,1.1347,7,0.009,0.004,-0.008,0.02,133.5559
5,1.1347,7,0.009,0.004,-0.008,0.0,134.3617
5,1.1347,7,0.009,0.004,-0.006,0.08,115.6495
5,1.1347,7,0.009,0.004,-0.006,0.06,121.2802
5,1.1347,7,0.009,0.004,-0.006,0.04,124.8485
5,1.1347,7,0.009,0.004,-0.006,0.02,126.943
5,1.1347,7,0.009,0.004,-0.006,0.0,127.7188
5,1.1347,7,0.009,0.004,-0.004,0.08,108.0836
5,1.1347,7,0.009,0.004,-0.004,0.06,112.2682
5,1.1347,7,0.009,0.004,-0.004,0.04,115.901
5,1.1347,7,0.009,0.004,-0.004,0.02,119.1269
5,1.1347,7,0.009,0.004,-0.004,0.0,119.8764
5,1.1347,7,0.009,0.004,-0.002,0.08,98.1924
5,1.1347,7,0.009,0.004,-0.002,0.06,101.936
5,1.1347,7,0.009,0.004,-0.002,0.04,106.5288
5,1.1347,7,0.009,0.004,-0.002,0.02,109.501
5,1.1347,7,0.009,0.004,-0.002,0.0,110.6178
5,1.1347,7,0.009,0.004,0.0,0.08,87.6531
5,1.1347,7,0.009,0.004,0.0,0.06,90.8595
5,1.1347,7,0.009,0.004,0.0,0.04,95.1457
5,1.1347,7,0.009,0.004,0.0,0.02,98.4193
5,1.1347,7,0.009,0.004,0.0,0.0,99.6874
5,1.1347,7,0.009,0.004,0.002,0.08,76.7312
5,1.1347,7,0.009,0.004,0.002,0.06,78.3063
5,1.1347,7,0.009,0.004,0.002,0.04,81.1268
5,1.1347,7,0.009,0.004,0.002,0.02,85.4056
5,1.1347,7,0.009,0.004,0.002,0.0,86.7832
5,1.1347,7,0.009,0.004,0.004,0.08,66.0867
5,1.1347,7,0.009,0.004,0.004,0.06,66.0879
5,1.1347,7,0.009,0.004,0.004,0.04,67.3175
5,1.1347,7,0.009,0.004,0.004,0.02,70.0917
5,1.1347,7,0.009,0.004,0.004,0.0,71.5489
5,1.1347,7,0.009,0.004,0.006,0.08,55.5692
5,1.1347,7,0.009,0.004,0.006,0.06,54.2025
5,1.1347,7,0.009,0.004,0.006,0.04,51.1621
5,1.1347,7,0.009,0.004,0.006,0.02,51.7295
5,1.1347,7,0.009,0.004,0.006,0.0,53.5637
5,1.1347,7,0.009,0.004,0.008,0.08,44.9488
5,1.1347,7,0.009,0.004,0.008,0.06,40.3595
5,1.1347,7,0.009,0.004,0.008,0.04,36.1502
5,1.1347,7,0.009,0.004,0.008,0.02,32.5165
5,1.1347,7,0.009,0.004,0.008,0.0,32.3308
6,1.2346,4,0.003,0.008,-0.01,0.08,49.2296
6,1.2346,4,0.003,0.008,-0.01,0.06,51.1772
6,1.2346,4,0.003,0.008,-0.01,0.04,52.5736
6,1.2346,4,0.003,0.008,-0.01,0.02,53.8452
6,1.2346,4,0.003,0.008,-0.01,0.0,54.2553
6,1.2346,4,0.003,0.008,-0.008,0.08,45.5256
6,1.2346,4,0.003,0.008,-0.008,0.06,46.7472
6,1.2346,4,0.003,0.008,-0.008,0.04,48.4125
6,1.2346,4,0.003,0.008,-0.008,0.02,49.5849
6,1.2346,4,0.003,0.008,-0.008,0.0,50.0595
6,1.2346,4,0.003,0.008,-0.006,0.08,41.4031
6,1.2346,4,0.003,0.008,-0.006,0.06,41.8449
6,1.2346,4,0.003,0.008,-0.006,0.04,43.4527
6,1.2346,4,0.003,0.008,-0.006,0.02,44.9635
6,1.2346,4,0.003,0.008,-0.006,0.0,45.4502
6,1.2346,4,0.003,0.008,-0.004,0.08,36.813
6,1.2346,4,0.003,0.008,-0.004,0.06,37.0202
6,1.2346,4,0.003,0.008,-0.004,0.04,38.475
6,1.2346,4,0.003,0.008,-0.004,0.02,39.6973
6,1.2346,4,0.003,0.008,-0.004,0.0,40.3866
6,1.2346,4,0.003,0.008,-0.002,0.08,33.4345
6,1.2346,4,0.003,0.008,-0.002,0.06,32.7877
6,1.2346,4,0.003,0.008,-0.002,0.04,33.1685
6,1.2346,4,0.003,0.008,-0.002,0.02,34.2258
6,1.2346,4,0.003,0.008,-0.002,0.0,34.8239
6,1.2346,4,0.003,0.008,0.0,0.08,29.1472
6,1.2346,4,0.003,0.008,0.0,0.06,27.5807
6,1.2346,4,0.003,0.008,0.0,0.04,27.5182
6,1.2346,4,0.003,0.008,0.0,0.02,28.249
6,1.2346,4,0.003,0.008,0.0,0.0,28.713
6,1.2346,4,0.003,0.008,0.002,0.08,25.4504
6,1.2346,4,0.003,0.008,0.002,0.06,23.6424
6,1.2346,4,0.003,0.008,0.002,0.04,22.0
6,1.2346,4,0.003,0.008,0.002,0.02,21.2456
6,1.2346,4,0.003,0.008,0.002,0.0,21.9998
6,1.2346,4,0.003,0.008,0.004,0.08,21.4568
6,1.2346,4,0.003,0.008,0.004,0.06,19.1357
6,1.2346,4,0.003,0.008,0.004,0.04,16.8253
6,1.2346,4,0.003,0.008,0.004,0.02,14.6505
6,1.2346,4,0.003,0.008,0.004,0.0,14.6249
6,1.2346,4,0.003,0.008,0.006,0.08,17.9105
6,1.2346,4,0.003,0.008,0.006,0.06,15.1059
6,1.2346,4,0.003,0.008,0.006,0.04,12.0032
6,1.2346,4,0.003,0.008,0.006,0.02,8.3953
6,1.2346,4,0.003,0.008,0.006,0.0,6.5232
6,1.2346,4,0.003,0.008,0.008,0.08,14.9617
6,1.2346,4,0.003,0.008,0.008,0.06,11.5837
6,1.2346,4,0.003,0.008,0.008,0.04,7.897
6,1.2346,4,0.003,0.008,0.008,0.02,3.947
6,1.2346,4,0.003,0.008,0.008,0.0,0.0
7,1.0286,14,0.007,0.002,-0.01,0.08,213.8436
7,1.0286,14,0.007,0.002,-0.01,0.06,218.5502
7,1.0286,14,0.007,0.002,-0.01,0.04,221.2584
7,1.0286,14,0.007,0.002,-0.01,0.02,222.6995
7,1.0286,14,0.007,0.002,-0.01,0.0,223.1469
7,1.0286,14,0.007,0.002,-0.008,0.08,205.0319
7,1.0286,14,0.007,0.002,-0.008,0.06,211.2261
7,1.0286,14,0.007,0.002,-0.008,0.04,215.0294
7,1.0286,14,0.007,0.002,-0.008,0.02,217.2282
7,1.0286,14,0.007,0.002,-0.008,0.0,217.8124
7,1.0286,14,0.007,0.002,-0.006,0.08,192.9767
7,1.0286,14,0.007,0.002,-0.006,0.06,201.5769
7,1.0286,14,0.007,0.002,-0.006,0.04,206.4737
7,1.0286,14,0.007,0.002,-0.006,0.02,209.4016
7,1.0286,14,0.007,0.002,-0.006,0.0,210.3625
7,1.0286,14,0.007,0.002,-0.004,0.08,180.1334
7,1.0286,14,0.007,0.002,-0.004,0.06,187.0843
7,1.0286,14,0.007,0.002,-0.004,0.04,194.8594
7,1.0286,14,0.007,0.002,-0.004,0.02,198.8075
7,1.0286,14,0.007,0.002,-0.004,0.0,199.9584
7,1.0286,14,0.007,0.002,-0.002,0.08,161.3598
7,1.0286,14,0.007,0.002,-0.002,0.06,169.8281
7,1.0286,14,0.007,0.002,-0.002,0.04,177.8417
7,1.0286,14,0.007,0.002,-0.002,0.02,183.6665
7,1.0286,14,0.007,0.002,-0.002,0.0,185.4286
7,1.0286,14,0.007,0.002,0.0,0.08,141.1945
7,1.0286,14,0.007,0.002,0.0,0.06,147.2903
7,1.0286,14,0.007,0.002,0.0,0.04,155.8453
7,1.0286,14,0.007,0.002,0.0,0.02,163.1327
7,1.0286,14,0.007,0.002,0.0,0.0,165.1372
7,1.0286,14,0.007,0.002,0.002,0.08,115.9374
7,1.0286,14,0.007,0.002,0.002,0.06,119.8855
7,1.0286,14,0.007,0.002,0.002,0.04,125.7556
7,1.0286,14,0.007,0.002,0.002,0.02,133.5998
7,1.0286,14,0.007,0.002,0.002,0.0,136.7993
7,1.0286,14,0.007,0.002,0.004,0.08,94.2518
7,1.0286,14,0.007,0.002,0.004,0.06,92.1003
7,1.0286,14,0.007,0.002,0.004,0.04,90.5775
7,1.0286,14,0.007,0.002,0.004,0.02,92.5008
7,1.0286,14,0.007,0.002,0.004,0.0,97.2242
7,1.0286,14,0.007,0.002,0.006,0.08,69.1234
7,1.0286,14,0.007,0.002,0.006,0.06,63.1634
7,1.0286,14,0.007,0.002,0.006,0.04,54.53
7,1.0286,14,0.007,0.002,0.006,0.02,44.2966
7,1.0286,14,0.007,0.002,0.006,0.0,41.9559
7,1.0286,14,0.007,0.002,0.008,0.08,48.1084
7,1.0286,14,0.007,0.002,0.008,0.06,39.985
7,1.0286,14,0.007,0.002,0.008,0.04,25.6774
7,1.0286,14,0.007,0.002,0.008,0.02,10.172
7,1.0286,14,0.007,0.002,0.008,0.0,0.0
8,0.7726,13,0.009,0.006,-0.01,0.08,108.7217
8,0.7726,13,0.009,0.006,-0.01,0.06,111.2875
8,0.7726,13,0.009,0.006,-0.01,0.04,112.9388
8,0.7726,13,0.009,0.006,-0.01,0.02,113.6744
8,0.7726,13,0.009,0.006,-0.01,0.0,113.939
8,0.7726,13,0.009,0.006,-0.008,0.08,104.0984
8,0.7726,13,0.009,0.006,-0.008,0.06,107.3254
8,0.7726,13,0.009,0.006,-0.008,0.04,109.4213
8,0.7726,13,0.009,0.006,-0.008,0.02,110.5526
8,0.7726,13,0.009,0.006,-0.008,0.0,110.9138
8,0.7726,13,0.009,0.006,-0.006,0.08,97.814
8,0.7726,13,0.009,0.006,-0.006,0.06,101.8027
8,0.7726,13,0.009,0.006,-0.006,0.04,104.764
8,0.7726,13,0.009,0.006,-0.006,0.02,106.3169
8,0.7726,13,0.009,0.006,-0.006,0.0,106.7891
8,0.7726,13,0.009,0.006,-0.004,0.08,90.6984
8,0.7726,13,0.009,0.006,-0.004,0.06,94.7761
8,0.7726,13,0.009,0.006,-0.004,0.04,98.6307
8,0.7726,13,0.009,0.006,-0.004,0.02,100.467
8,0.7726,13,0.009,0.006,-0.004,0.0,101.1654
8,0.7726,13,0.009,0.006,-0.002,0.08,80.9571
8,0.7726,13,0.009,0.006,-0.002,0.06,84.9654
8,0.7726,13,0.009,0.006,-0.002,0.04,89.6061
8,0.7726,13,0.009,0.006,-0.002,0.02,92.6495
8,0.7726,13,0.009,0.006,-0.002,0.0,93.4979
8,0.7726,13,0.009,0.006,0.0,0.08,70.4751
8,0.7726,13,0.009,0.006,0.0,0.06,73.9585
8,0.7726,13,0.009,0.006,0.0,0.04,78.3826
8,0.7726,13,0.009,0.006,0.0,0.02,82.0032
8,0.7726,13,0.009,0.006,0.0,0.0,83.0439
8,0.7726,13,0.009,0.006,0.002,0.08,59.1854
8,0.7726,13,0.009,0.006,0.002,0.06,60.6359
8,0.7726,13,0.009,0.006,0.002,0.04,63.0165
8,0.7726,13,0.009,0.006,0.002,0.02,67.0569
8,0.7726,13,0.009,0.006,0.002,0.0,68.7906
8,0.7726,13,0.009,0.006,0.004,0.08,46.9811
8,0.7726,13,0.009,0.006,0.004,0.06,46.4436
8,0.7726,13,0.009,0.006,0.004,0.04,45.6763
8,0.7726,13,0.009,0.006,0.004,0.02,47.2533
8,0.7726,13,0.009,0.006,0.004,0.0,49.3573
8,0.7726,13,0.009,0.006,0.006,0.08,35.7455
8,0.7726,13,0.009,0.006,0.006,0.06,32.5642
8,0.7726,13,0.009,0.006,0.006,0.04,27.6677
8,0.7726,13,0.009,0.006,0.006,0.02,23.4771
8,0.7726,13,0.009,0.006,0.006,0.0,22.8614
8,0.7726,13,0.009,0.006,0.008,0.08,25.2092
8,0.7726,13,0.009,0.006,0.008,0.06,20.9027
8,0.7726,13,0.009,0.006,0.008,0.04,14.1464
8,0.7726,13,0.009,0.006,0.008,0.02,6.1049
8,0.7726,13,0.009,0.006,0.008,0.0,0.0
9,0.9223,2,0.009,0.008,-0.01,0.08,27.1247
9,0.9223,2,0.009,0.008,-0.01,0.06,26.7524
9,0.9223,2,0.009,0.008,-0.01,0.04,27.3788
9,0.9223,2,0.009,0.008,-0.01,0.02,27.7847
9,0.9223,2,0.009,0.008,-0.01,0.0,28.0505
9,0.9223,2,0.009,0.008,-0.008,0.08,24.6559
9,0.9223,2,0.009,0.008,-0.008,0.06,24.2496
